film.title,author,lead.actor.female,genre,year,rating,content
Frost/Nixon             ,alexmail-2,0,misc,2009,10,"I thought that Ron Howard had lost his touch after Da Vinci Code's lack of chemistry between the actors. Frost/Nixon is a whole other story.Frank Langella will most certainly be nominated for an Academy Award for his absolutely brilliant performance as Richard M. Nixon the Thirty Seventh President of the United States, and he would've won if it wasn't for Clint Eastwood's performance in Gran Torino being his last. Langela becomes Nixon in the same way that Heath Ledger became the Joker. I think that Langella's accomplishment is even greater, because people knew what Nixon sounded like, people knew what Nixon was like, and Langella nails Nixon from the walk, the hunched over back, the accent, the speech pattern...everything.Michael Sheen is excellent as David Frost, a British Talk Show host, who takes the huge leap, to interview the greatest Political Criminal in American History. Sheen does an incredible job of showing the stress that Frost was under when he underwent this strenuous interview. Sheen won't win an Academy award, but he matched Langella perfectly.Kevin Bacon is very reliable again as the faithful Jack Brennan. Bacon does an excellent job of showing Brennan's loyalty to Nixon. The rest of the cast does a stellar job as well.Ron Howard is a masterful director. He makes a very conventional movie, with very basic, but brilliant shots. He does a great job of flashing ahead, and showing the ""Post Interview"" interviews. The music is very well incorporated, due to Hans Zimmers incredible score. Zimmer will get nominated for most likely his second Oscar of 2008 for this incredible score.The movie just captures the whole mood of Nixon's ""Post Watergate Life"" so well. It is almost like a biography of everything Nixon went through after he resigned the Presidency.This movie is very...very good. You might just want to see it, because of Frank Langella's chilling performance as Richard Nixon, but it also is very interesting, and extremely detailed. 10/1"
Four Christmases             ,alexanderreznikov,1,comedy,2009,1,"Just watched this movie few hours ago. It was like a shocking therapy. This has been one of the most bad movies I have ever seen. No plot, no idea, no ""healthy humor"". Only sick sex jokes and pregnancy subjects. The movie is not about Christmas: it has nothing to do with Christmas. The movie is about a girl (Witherspoon) and a guy (Vaughn): the girl finally decides that she wants to get pregnant. No use to describe movie here: those who want to watch it, don't fall asleep. I watched the movie and now regretting that I wasted two hours on that. It is not surprising: Witherspoon can't play anybody else but pregnant girls or silly lawyers; Vaughn - it is still a mystery why he agreed to do this movie. Awful. 1/10."
Kisses             ,jeroen-achterberg,1,drama,2008,NA,"Interview with Lance DalySynopsis Kisses is a road movie in which two teenagers are trying to flee from their dysfunctional home situation. The change in their life is the discovery of each other (and themselves) while wandering through Dublin (and Trollhatan). The basis for Kisses can be found in major social problems, but Lance Daly is not really appealing to a higher moral or coming up with solutions for Irish victims of abuse. The moral of the film: When you kiss, you either give or you take.Where did you find Kylie and Dylan, the lead actors in the film Kisses? LD: We have seen a lot of kids at schools, malls, etc. Finally we made a selection of 15 boys and girls and invited them for a serious screen-test. The role of Kylie was clearly for Kelly O'Neill , as she didn't need any encouragement at all. Dylan (Shane Curry) was the only one who could cope with the attitude of Kelly and after seeing the end result I think we have done a good job casting the two.Working with and directing of kids is generally experienced as very difficult and time consuming, how was that the case for Kisses? LD: Working with kids is indeed difficult and puts a strain on your endurance and mood. I had to adjust to the fact that we were not allowed to keep on filming, because the kids are protected by laws indicating they may only work so much a day. Secondly, they have a mind of their own and you just can not treat them the same as adults. This was at times frustrating, especially Kylie is very demanding and time consuming. On the other hand, Kylie and Dylan make the film and they have done a superb job. Can you elaborate some more about the title, why did you choose for 'Kisses'? LD: The title was pretty obvious for me and came up during writing the script. The film consists of several chapters and every chapter ends with a kiss. The kisses symbolize hope and love, which makes it a bit cheesy and romanticizes the film. But hey it works and closes the chapters well. There are many references to Bob Dylan, where does this fascination come from and why was it so pre-eminently in the film? LD: Well Bob Dylan is a great musician, whose music fits perfectly with the spirit of the film. The appearance of the look alike was a coincidence but also works out perfect with the accidental meeting with Kylie and Dylan.Have you considered adding English subtitles to the film as the Irish accent is difficult to understand for non Irish viewers? LD: It is funny that you ask me that question. Recently we have had this discussion back home and we just didn't know for sure. During the Q&A after the screening at festivals we have asked the audience if they would have understood the film better if there were English subtitles. Almost half of the people would have liked it and therefore I expect subtitles will be added before the theatrical release.What is the foresight for Kisses? LD: Focus Features and CAA (North America) picked up Kisses for sales and distribution. At this point the film is still showing at some festivals and around December 2008 Kisses will have its theatrical premiere in several countries.http://jeroenachterberg.blogspot.com/"
Goodbye Solo             ,asc85,0,drama,2009,3,"I just don't understand all the adulation that this film has received. I can ""get"" most arty films, and I thought ""Chop Shop,"" which was the previous film from this director was OK, but this film was a total bore, with no purpose, and characters that weren't at all interesting.As I compose this note, I'm the first person in the Comments section to say how much I disliked this movie. But at least on the IMDb message boards for this movie, I've already found a few who had the same reaction I did. So I guess there's some hope in this world. Dare I say that ""Goodbye Solo"" will be among the worst films that I will see in 2009"
Gomorrah             ,futurefeet,,crime,2011,1,"I read all kinds of glowing reviews for this when it came out, so I took my girlfriend to see it in the theater. Midway through I turned to her and whispered, ""I am so sorry!"" Holy living f**k this was boring. Please let me help you to not waste your time watching it. It's too late for me, but I can still save you! Okay, so it's basically like someone was making four or five different amateur documentaries on their camcorder. One of them follows a couple of teenage boys in some very tedious scenes while they run around, shoot guns, and break stuff. Another one involves a guy running a sweatshop. Then there's another guy who's a mobster and goes around doing mobstery things (but no interesting mobstery things, mind you). Then there's a kid who joins a gang or something (it was so mind-numbingly boring I can barely remember). So then, they splice all these unrelated things together, apparently bribe all the critics to say it's a cinematic masterpiece, and TA-DA!! Don't say I didn't warn you. Avoid this if you like movies with a bare minimum of entertainment value."
The Objective             ,automicblomme,,horror,2008,4,"I'm sorry, but I just watched this at the Atlantic film festival, and it is a horribly written, acted, and directed film.A - It's Blair Witch...AGAIN..literally B - It's Blair Witch again..overlay-ed with a rip off Charlie Sheen (in voice AND copy...well, bad copy) from Apocalypse NowThe performances were laughable, the characters were shallow and poorly developed, the audio is TERRIBLE, the cinematography is poor, and the editing is awful.I hope we are not to expect another film that is put together this poorly? Build on what you did RIGHT last time, not what you did wrong. This is uninspired, unpleasant, and unoriginal"
Igor             ,jemps918,0,animation,2008,9,"Really enjoyable! Igor and its cast of oddities are absolutely lovable! Igor is about the land of Malaria, which produces evil inventions and where the evil scientist is king. If you're born a hunchback, you are automatically an Igor, a generic evil scientist's assistant whose main job is to ""pull the switch!"" upon command. But one Igor (John Cusack) is different; he dreams of becoming a scientist as well, and has already made a few inventions of his own: his sidekicks Scamper (Steve Buscemi), the immortal Energizer bunny with a deathwish, and Brian (Will & Grace's Sean Hayes) the dyslexic brain who might be a bit too gay for his own good. Then, when the opportunity presents itself, Igor gets a chance to invent something really big that may just win him the praise his genius finally deserves.The plot is fairly original; the punch lines may be a bit trite sometimes but are still delivered well so they still work. The situations can be shockingly too dark for children but can be appreciated by adults who just want to have a good time. The animation is incredibly moody but quirky and unique, reminiscent of Tim Burton's creations though more tongue-in-cheek and not as depressing. No wonder Igor is so funny; its writer Chris McKenna also wrote for American Dad and its director Anthony Leondis was involved in the similarly humorous Emperor's New Groove 2 and Lilo & Stitch 2. It also helps to have a strong cast (that also includes talented comics John Cleese, Jennifer Coolidge and Molly Shannon) that fit their characters v. wel"
The Bank Job             ,simonparker1990,0,crime,2008,8,"I'll be honest, I only saw The Bank Job because I had some free tickets for an advance screening, had I have not got these tickets I would not have bothered seeing it. The only trailer I had saw for it just didn't really appeal to me, I do enjoy Jason Statham movies, but this one seemed a bit serious in my eyes. Still I went today to the 6.30 screening and was surprised to enjoy it quite as much as I did. Admittedly for the first half hour I did get quite bored, the characters weren't really memorable and the set up seemed really dull. Thankfully when the heist gets under way, and especially the aftermath, the movie hits top gear and left me thrilled. The fact the movie is based on a true story still leaves me quite amazed, as the events that happen seem purely like the stuff that you see in the movies. How much of it is real and how much of it is purely to make it a better movie, a fight involving Statham I am certain didn't happen. The performances are surprisingly well rounded, Statham doing a brilliant job and the majority of the supporting cast getting some great scenes. Alas the movie does start to fall apart under close inspection, the plot is never concluded quite as well as I would have liked, and the movie does have some long stretches where not a lot is happening. If you can overlook this fact then you will a lot to enjoy in this very well made movie.So onto the performances. As I have said Statham does a surprisingly admirable job in the film. When you look at his CV of films you realise he isn't exactly the most talented actor. In fact all he generally has to do is grumble and hit things a lot. But there is just no denying that the man has a hell of a lot of charisma, in this film he truly gets to display his acting skills. Of course on occasion he delivers a dodgy line, but then if you watch some of the smaller scenes with his characters wife you realise how much potential he has. If given the right material I am sure Statham can truly develop as an actor. Saffron Burrows is brilliant as the slightly suspicious Martine for the first half, unfortunately after the heist she has little to do and the character never felt fully concluded. Still she does have some great moments in the earlier part of the film. Daniel Mays runs off with the majority of the movie as Dave, in fact this looks set to launch Mays career a bit further, he has the best lines and is a funny character. Richard Lintern (who I have to confess I thought was Dougray Scott for half the film) is brilliant as the man behind the heist, in some way that is, and his character is one of the most rounded. Peter De Jersey as Michael X is menacing in his all too brief screen time, but like Martine his character never felt fully dealt with. Still he and the other chief villain, David Suchet, are quite menacing.The Bank Job when advertised does come across as a typical gangster flick with a lot of humour in it. However when watching it I have to be honest and say it isn't that funny. There are a couple of lines here and there but the movie doesn't really make you laugh that much. Neither is it that big of a gangster flick, of course there are the local gangster running around, and the movie becomes more along that line towards the end. But for the majority of the film it comes across as a slightly grittier and far less flashy Ocean's Eleven. The scenes where they try to rob the bank are definitely some of the highlights, however its the final 45 minutes that stick firmly in mind. What happens after the robbery is just thrilling to watch, will they get away with it, won't they? Things also get a lot darker near the end, also quite violent one scene, or the idea of what was going to happen, made me wince a bit. The film is superbly directed as well, its not too flashy but there are some great shots in there. Unfortunately the music does start to irritate after a while, everything seems overdone, a scene which is meant to be funny is ruined because the music sounds like its from an action movie, it just doesn't truly suit the film all the time. Also as previously mentioned the beginning as well is quite boring.Overall The Bank Job is a great movie that with a bit of fine tuning at the beginning could make it even better. If you want a smart thriller that will surprise you because of it being based on real events that I highly recommend this. Don't expect an all time classic though. 1"
The Tale of Despereaux             ,dumsumdumfai,0,animation,2011,8,"I think I get it. This animation has a very specific look and feel. It is definitely not Pixar or Disney.Even the story goes back to the days of knights, castles, princess in distress and the King as a sidekick.Now the plot gets a bit complicated, characters of all kinds shows up. And there's a big scene near the end. But this is somewhat gentle, a throwback.Still I can't get over the look. So distinct that it stayed in my mind. There's some softness which unlike most animation these days - are overly sharp for my tastes. And some characters' are drawn with slightly overdrawn features - except the mouses. While others are fairly normal in a sense.The story does shifts from perspective to perspective. Maybe some will get annoyed by this - and particularly not really done for extensive takes in animation. But I am OK. Maybe kids will get a bit confused by this"
WALL·E             ,claudio_carvalho,0,animation,2008,10,"In the Twentieth-Eighth Century, Earth is completely depleted and with the ecological system destroyed. The powerful corporation Buy N Large builds a huge spacecraft called Axiom and sends the entire civilization for a five-year cruise while trash collector robots called WALL-E (Waste Allocator Load Lifter <U+0096> Earth) would clean the planet. However, the equipment fail and seven-hundred year later, only a single robot WALL-E is performing his duty. His only companion is a cockroach and his great entertainment is watching an old ""Hello Dolly"" videotape. When a spaceship lands on Earth out of the blue and leaves the probe Eve, WALL-E follows her and falls in love for Eve. After a hostile initial contact, the dangerous Eve gets close to WALL-E and he gives a small plant to her. Eve gets the plant and automatically sends a signal to the spaceship that returns and takes Eve back. However, the desperate WALL-E grabs on the hull and travels through the space chasing Eve until they reach Axiom and find a full automated facility crowded by lazy and fat human beings unable even of walking with their legs. The expectation of life on Earth brings hope to the Captain against the will and prime direction of the auto-pilot that organizes a mutiny on board.""WALL-E"" is one of the best animations I have ever seen, with adorable characters and a deep story, showing a possible scenario of the depletion of our planet caused by the lack of concern from the big corporations with the environment. In addition, there is the beautiful love story of WALL-E, the importance of small and forgotten things; a great nostalgia of the old times among many other message. The story is very well developed in spite of having very few dialogs. My vote is ten.Title (Brazil): ""WALL-E"""
Kung Fu Panda             ,piggypony,0,animation,2008,10,"When I watched the trailers to kung fu panda, I scoffed and sneered at the stupidity of a rude panda barging in and demanding to learn kung fu. If someone had asked me to go to that movie, I would have laughed in their faces, but gone anyway for the popcorn. As I watched the preview, I thought ""Well there's a waste of time and money, There's something I would never like."" ...Boy was I wrong. Kung fu panda has splashes of children and adult humor, done by the perfect Jack black, who fit so well with Po, the roly poly, cuddly panda. The scenery was breathtaking, and most of the time I forgot that the majestic shimmering water and lovely smooth trees were fake! The Thins that most surprised me was all the heart put into it. On the previews they are targeting mostly youths and younger audiences with their humor, but really the thing that I found sweetest of all was all the heart. The moral was so touching and sweet, that I could have never expected Dreamworks to pull it off, after their recent garbage like ""Over the Hedge"" ""Shark Tale"" and others.The scenery was beautiful, and the animation was outstanding! The characters fit so well with their voices, especially my all time favorite character Master Shifu voiced by Dustin Hoffman. True, Jackie Chan and the furious five didn't have too many lines, but this does not stop the upbeat trhill and flow of the movie. I am Definitely buying this movie the second it comes out on DVD, and have seen it 7 times in the theater. The battle scenes are superb, and my entire family is getting sick of me talking about them. The storyline is very original, and bright, but within all the humor there is a heart, and other emotions,such as sadness. One of my favorite scenes is the one in which the Brave Master Shifu battles with his former pupil, the vicious (and I mean vicious) Tai Lung.All the characters add their own little sparkle to the story, like sweetness being added to a cake. I really can't express my utter love for kung fu panda-It would be like trying to type out love, or music- it just can't be done. Sincerely, Piggypony"
A Christmas Tale             ,Quinoa1984,1,comedy,2008,7,"I got to hand it to the filmmaker, Arnaud Desplechin, at least on one significant point: A Christmas Tale is like a big book faithfully adapted to the screen, only in this case non-existent, and it has that wonderful if imperfect feeling of surrounding oneself with the world and atmosphere and attitudes of a family where the dysfunction runs deep and clear, emphasizing Tolstoy's classic ""no one unhappy family is the same"" credo. His film is also sometimes a big melodrama, folded around a cancer story not unlike a more serious (yet sometimes lighter version of) The Royal Tenenbaums, and centered so firmly around the family during that crazy but loving-despite-everything time of Christmas you'd swear Desplechin watched the first hour of Fanny & Alexander too many times to count.At the same time A Christmas Tale in very much a French film, is attitude and approach to narrative and occasionally nearing that dreaded P-word (pretentious) in being 2 1/2 hours of incidents and confrontations and little details and twists. A lot happens with the Vuillard family over a few days, but in it uncovers a whole can of worms involving a banished son (Mathieu Amalric, who thankfully is maybe the centerpiece of the ensemble in terms of being the black sheep like Anne Hathaway in Rachel Getting Married), a depressed daughter (Anne Consigny who, despite being effective in a one-note performance, is also so shrill and cold as a character it's hard to feel anything for her, at all, despite her plight of losing her older brother as a child), and a cousin who has loved his cousin's wife ever since he got him, Ivan, the youngest Vuillard brother, to hook up with her so many years ago. Meanwhile, the mother (Catherine Deneuve, who may not exactly be a great actress but is the greatest living female French star which carries a lot of weight as a true beauty), has cancer, possibly terminal, unless a donor comes forward.So there's a lot here to work with - maybe, perhaps, arguably too much, though it's almost a credit to the director that I can't say exactly what (little things, for example, like the Christmas Eve sex scene are deliberately paced but for good reason), and he laces everything with a curious jazz score throughout, sometimes to great effect and sometimes not. But, at the least, it's wonderful to see so many good actors in one place, particularly Amalric who is quickly becoming a truly fantastic talent with a lot of range in the work I've seen him in- one day he's a subdued intelligence man in Munich, next he's paralyzed except for one eye-blinking in Diving Bell, and even a 007 villain- and here goes further in a scene stealing performance (one such scene is his toast at the Christmas dinner, a scene actually shocking and hilarious and sad all in a thirty-second split).He and Deneuve and the underrated Jean-Paul Roussillon as the husband of Junon almost make me want to rate the movie higher. But alas, it is what it is: a very strong take on a familiar subject - crazy and light and dark and tragic and unnerving times with a family at Christmas - and standing it on its head, while also the things I mention above. Did I mention it's French? 7.5/10"
The Tale of Despereaux             ,larcenydogood,0,animation,2009,4,"Desperaux is a poorly conceived film, or, more to the point, three poorly conceived films rolled into one. Much too ambitious/confusing.First movie, a happy kingdom is about to celebrate their wondrous Soup Day. Among the happy throngs ready to eat are a sailor and his happy rat, Roscuro. Roscuro is so enthralled by the amazing soup that he sneaks into the castle for a closer glimpse and falls into the bowl from which none other than the queen herself is eating. This causes her to faint into her soup and suffer a quiet unnoticed death (No one thought the queen may need to breathe through all that soup?), so that her husband will become a near-catatonic depressive who spends his days in semi-darkness plucking away lachrymose tunes on a lute that sound like funeral music composed by Jethro Tull. He also bans rats and soup. Which drives away curiously, both the sun and rain.Next movie, Desperaux is born in an unused castle room-village of neurotic mice who seem as though they are all candidates for the Dr. Phil hall of fame. Desperaux is an adventurous mouse, which I suppose makes him a republican in a Hollywood allegorical, and this goes against the grain of angst that permeates his community and he therefore is eventually banished to the dungeons, where the rats, who have their colony in the darkness, will certainly eat him. Guess which rat outcast saves him.In the last of the three movies an angry dungeonkeepr yells at the comely wench who serves the princess. This servant girl, Miggery, has delusions of being the princess that manifest physically and is so anthropomorphic in reverse that any pigs watching the film would surely gasp, ""Golly, it's scary how swine-like they made her."" Then there's gladiatorial combat amongst the freaky looking rats, the princess is kidnapped and almost eaten by thousands of evil-looking rats, the mouse saves the kingdom and brings rain (see The Rainmaker, Dune, The Day After Tomorrow, et cetera). He also brings back the sun. And the soup. And we must assume, world peace and reduced carbon emissions.The whole thing is so convoluted, the characters, especially the dungeonkeeper and the maid, oh and the lugubrious king, and the rat who caused all the problems then tried to kill the princess then had a life-altering moment (apparently he got access to some of the mice's Dr. Phil literature) are hard to care for, there is no emotional charge other than ""Jeez, those are nasty rats"", which are much too scary for little children, there's a ridiculous Quixotic-kamikaze man whose body is entirely vegetative (I suppose it would be difficult to have a Quixotic-kamikaze man whose body is entirely vegetative not be ridiculous), there is no humor other than laughing at Desperaux's ears (one is left pining for the ""wit"" of Shrek's bodily evacuations) and it is way too violent to be a kids' movie which it was marketed as. The whole movie comes across like the king, cleverly drawn but emotionally barren."
The Other Boleyn Girl             ,olddiscs,1,misc,2008,9,"I was truly impressed today by the film, ""The Other Boleyn Girl"" for me its getting the new film year off to a very good start!! Weve known about Ann Boleyn and her beheading but this film gives new insight into reasons why ,and the amazing relationship between Ann and her sister Mary.. The plot line never gets dull and moves at a great pace..(usually historical films can be stodgy and boring) This one never lets up..The performances are wonderful , especially,Natalie Portman as Ann and Scarlett Johnansen as Mary... the entire supporting cast is outstanding..The sets and costumes are very authentic.,and the cinematography is beautiful Im not sure how historically accurate this film is ,but as a movie its well worth seeing Don't miss ""The Other Boleyn Girl"""
The Curious Case of Benjamin Button             ,davidgrant-2,0,drama,2008,1,"I can't believe how positive the reviews for this movie are. I was extremely disappointed in this movie.1. The old woman's voice was extremely annoying and over-acted. Perhaps even unrealistic as I have never heard an old person talk like that.2. The hummingbird showing up at sea was stupid. Then it showed up again in the hurricane at the very end of the movie which was completely ridiculous.3. When Benjamin was born he was born with the mind of a child, the body of an 80-year old but he was baby-sized. The fact that he had the body of a child but was baby-sized was a bit bit inconsistent but fine, I'll accept it. When he aged, his body size grew, but everything other than his body size became younger, and his brain grew older. Then, by the end of the movie, he had the mind of an 80-year old, and the body of a baby, but he was baby-sized again. He should have started as a normal sized 80-year old or he should have died as a large baby. I prefer the former. He could have been born as a 100 lb old man, and that could have explained why the mother died, because she had given birth to a 100 lb old man (she could have been a 300 lb pregnant woman, not any harder to believe than Benjamin's condition itself). Yeah it sounds crazy, but to me it makes more sense and is more consistent.4. When old-body, young-mind Benjamin was screwing the whore they made reference to his stamina and he said something like ""let's go again"" to the whore. If he had an old body he would not have been such a performer in bed. Are people so stupid to believe that performance in bed is only mental?5. Incredibly boring. Moves at a very slow pace for the entire movie. There is almost no conflict, just boring scene after boring scene.6. Mr. Button grabbed the baby from the room in front of some nurses and a doctor and then ran away from a cop. He got away from the cop and put the baby on someone's front stairs. Did none of the people who saw him take the baby report him? At least to the media? If this movie made any effort to be realistic at all, Mr. Button would have feigned joy at the baby's birth and then dumped the baby after everyone had left. Or, they would have reported a missing baby with wrinkly skin.7. Last minute of the movie was such a groaner. ""Some play music, some are mothers, some dance..."" give me a break.8. Too long for what it is. 1"
Sex and the City             ,bob the moo,1,comedy,2008,NA,"Since any opinion on this movie has to be tempered by sex and viewing history let me just make it clear up front that I am a man and, while I don't dislike the series, I didn't ever get into it beyond watching (and enjoying) the odd episode that someone else was watching in the same room as I was sitting. Please feel free to dismiss/accept my opinions accordingly in light of this information. My first proper reaction to the Sex & the City movie was to baulk at the running time, which struck me as pretty excessive for what it was. I was right on this as the film is longer than it probably deserves to be but at the same time it never dragged as badly as I expected. The characters are older now and, after the series ended, all partnered up to a certain degree and ""happy"" in their relationships. Carrie and Big have settled into a new flat and this has made Carrie think about commitment and legal connections <U+0096> a path that leads to them deciding to get married. While Big gets nervous, Carrie goes planning crazy, Miranda sows the seeds of problems in her own marriage, Charlotte plays happy families and Samantha has it all except one thing.This plot setup creates the focus of the film <U+0096> less on the free-wheeling sex and modern relationships of the series and more on the pitfalls of a mature relationship. This offered more substance to carry the film from my point of view but unfortunately this was not to be the case here. For too much of the film the material is superficial and sentimental with ""love"" not ever being all that real and instead smacking of easy steps in the writing that focused on events rather than the characters. Fans may say that the show was never about great depths and, in my limited experience, I agree <U+0096> it was witty, light and bubbly. The problem is that, the occasional moment aside, the film just isn't that way <U+0096> understandably perhaps given the narrative demands of the platform and the running time. Problem is, without the witty swiftness of the series, something else is required and this is why the substance was important <U+0096> and why the film is damaged by the lack of depth on this occasion.This doesn't make a bad film but it does severely limit it to being ""average"" in the main content. What doesn't help at this time of recession (and the film was released during this period) is just how endlessly capitalist the whole thing. The audience needs to care for these characters and that is a little difficult when money is no object for them, retail therapy solves everything and so much dialogue is about expensive items. To top all that, given how easy it is to get product placement into a film about shopping why on earth did we have to have such clumsy and obvious product placement (the iPhone being the worst example). The cast do their usual shtick and all look good and play comfortably with their characters. Some reviews have criticised the four actresses but the material is to blame rather than them. The male cast are mainly just narrative devices and, with the exception of Eigenberg and possibly Noth.The Sex and the City film is an average film with lots of problems. Generally this opinion is dismissed if it comes from a male non-fan but I cannot imagine that fans of the series are totally happy with this either. It doesn't manage to capture the spirit of the series but nor does it manage to replace it with anything else of note in regards depth or substance. It is glossy and professional enough to distract but if the plan was to continue the series through the occasional film then this is a pretty poor way to start off."
WALL·E             ,comixdude3,0,animation,2008,10,"I thought that Pixar was one of the greater animation studios of the new millennium; after seeing Wall-E, I'm convinced that Pixar is the greatest modern animation studio, and perhaps one of the most talented and treasured film companies period. Writer-Director Andrew Stanton has not only managed to create a technical marvel with Wall-E, pushing the boundaries of computer animation technology to the limits, but also a work of pure art that's more intelligent, heartfelt, thought provoking, and flat-out masterful than any movie in years.The film start's off on a simultaneously sweet and sour note: The opening reveals the gorgeous backdrop of galaxies and stars, with music from the movie 'Hello-Dolly!' overlapping it all in a sugary visual treat. Not seconds later, the camera traverses space to slowly close in on the planet Earth which, 700 years in to the future, has gained a sickly green tint to it along with an orbital atmosphere of pure garbage. Further zooming reveals a desolated city (New York, maybe?) its buildings and bridges rotted way. The entire opening is very reminiscent of the recent I Am Legend, except much, much more ruined. It is however, technically beautiful; the images are so photo realistic that you're amazed that they've been generated by computer. The only remnants of humanity are monstrous skyscrapers of compacted trash and billboards aplenty advertising the bright and colorful, yet somehow ominous company known as Buy n' Large, a thinly veiled Wal-Mart clone. And, of course, Wall-E itself.Wall-E is far more than a mere 'it', however. Through hundreds of nuanced and heartfelt animation quirks, as well as the ""voice"" given by Ben Burtt, Star-Wars veteran and creator of another famed beeping robot named R2-D2, Wall-E has been imbued with enough life to fill three-dozen cheap summer kids flicks, all without ever saying more than two or three actual words.Wall-E has been operating for centuries, long after his other Waste Allocation Load Lifter Earth-Class counterparts have shut down or broken apart, scouring the wastelands of earth and compacting the land's garbage in to neat little cubes.It's a lonely job, with the little robot's only companion being a spunky little cockroach. Wall-E has over the years collected an impressive amount of junk with which he passes the time, including lighters, toys, spare parts, and an old VHS copy of Hello Dolly!, which is Wall-E's instructor in the ways of life, love, and keenly choreographed dance. Indeed, Wall-E gazes upon two lovers holding hands and the look in his binocular eyes is both heartbreaking and beautiful. It all changes however, when a beautiful robot from the human colony in space arrives; her name is EVE. Despite here tendencies to blow up anything that moves, Wall-E is smitten at first sight, and EVE comes to eventually share those feelings. After taking note of a very unique possession of Wall-E's however, EVE reports back to the Earth ship Axiom and is whisked away back in to space. Wall-E, being as devoted as he is, follows her into the unknown, and it is there that the movie really gets going, with Wall-E and EVE taking part in an adventure with the fate of humanity itself in the balance. Characters like the Captain of the Axiom (voiced by Jeff Garlin) appearing to flesh out the film's plot, as well as a gaggle of amusing ""rogue"" robots that aide Wall-E and EVE in their quest. As the movie develops, however, the leading characters' romance becomes the core of the movie, with Wall-E and EVE's love being one of the few genuinely lovely and convincing romances of recent cinema. The touching moments Wall-E shares with EVE in his workshop, as well as their first ""kiss"" preceding a marvelous dance through space highlight a relationship that tugs at the heartstrings and moistens the eyes far more than movies like Fool's Gold or What Happens in Vegas. The romance between the two leads is the very soul of the movie, and could not have been better executed. The film is gorgeous to boot: With colors and images that dazzle and linger long after the film is over. Films like No Country for Old Men and There Will Be Blood, as beautiful as they are, seem to revel in the gloom of browns and blacks. Wall-E, on the other is vibrant and alive, turning even the beginning's post-apocalyptic wasteland in to a marvel. The biggest surprise of Wall-E, however, would be its surprising amount of maturity. Wall-E deals with themes of pollution, rampant consumerism, societal complacency and obesity, media desensitization, and other themes that would frankly fly over a child's head. Kids will see a world full of people who are humorously fat and happy; older members of the audience, however, will see a society that tells of a future not centuries ahead of us but perhaps only decades. The overblown laziness and rampant consumerism is evident already today, and the notion of Wall-E's future being so similar is funny yes, but also a touch unnerving.It is for this reason that I hold Wall-E in such high esteem: It is a heartfelt work of inarguable art that not only entertains but holds enough conscience and commentary to get even the most casual of moviegoer thinking about the future. It is beautiful and it is heartbreaking. It is funny and it is also a tad scary. It has two supposedly life-less robots teaching humanity the very meaning of being human, as well as learning the meaning of true love themselves. It made me laugh, it made me (almost) cry. It has the distinction of being Pixar's best movie, as wells as the hands down best movie of the year (so far); an almost perfect, if not completely perfect summer movie that kids and adults will almost assuredly love.And it is also one of the greatest movies I have ever seen."
Forgetting Sarah Marshall             ,julia-635-195152,1,comedy,2010,1,"This film is an abomination of all that is worthy in film making. The lead actor surprises his audience by not actually acting at all. We have to watch almost two hours of his bland soulless face. The jokes are all lame I never laughed once it was Saturday night there were 5 of us having a beer all up for a laugh and then we put this on and you could feel all the warmth and colour being drained from the room. The film ended and the mood was ruined so we all went our separate ways, ruined the night ! OK so pros and cons. Pros beautiful setting in Hawaii, looks good on bluray. Cons worst acting ever; you can tell everyone concerned is just thinking about payday. Predictable poor plot. Zero character development. Forced jokes which fall flat. Many shots of the guys penis which to be fair acts better than him and has more charisma. May all makers of this film hang their heads in shame and hold their flaccid manhoods cheap."
Sex and the City             ,Benedict_Cumberbatch,1,comedy,2008,NA,"...or at least try to be original? Saying that ""Sex and the City: The Movie"" is just for the fans is unnecessary (like it was made for another audience, right?). Who else except die hard fans of the show will be crazy for this movie?Is it predictable? Yes. Is it just a longer episode of the TV show? Yes. Is it funny? Depends. If you like the show, you'll laugh; if you don't, you won't. Simple as that. It doesn't try or pretend to be art-house material or an Oscar contender (except for the costume design, of course), but it's definitely good entertainment and a pleasant couple of hours with buttery popcorn and a Red Bull. 7/10. 3"
